TimeStamp;1VE301(V);1IE301(A);1PE301(W);1VE302(V);1IE302(A);1PE302(W);1VE303(V);1IE303(A);1PE303(W)
2021_05_08 04:39:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:39:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:40:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:41:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:42:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:43:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:44:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:45:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:46:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:47:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:48:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:49:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:50:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:51:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:52:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:53:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:54:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:55:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:56:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:57:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:58:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 04:59:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:00:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:01:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:02:59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:03:04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:03:09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021_05_08 05:03:14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
